,recency,hist_spend,past_discount,past_bogo,Surburban,Urban,is_referral,Web,store,offer,conversion
5373,3,29.99,1,0,0,1,0,0,1,0,0
5374,10,234.41,0,1,0,1,0,0,1,0,0
5375,9,84.4,0,1,0,1,0,1,0,0,0
5376,2,38.68,0,1,1,0,0,0,1,1,0
5377,4,634.6,0,1,1,0,1,0,0,0,0
5378,8,29.99,0,1,0,1,0,0,1,0,0
5379,7,717.99,1,1,0,1,1,1,0,1,1
5380,7,29.99,0,1,1,0,1,0,1,0,0
5381,3,176.85,1,0,1,0,0,0,1,0,0
5382,9,29.99,1,0,0,1,0,0,1,0,0
5385,11,385.13,1,1,1,0,1,0,1,0,0
5386,10,30.68,0,1,1,0,0,1,0,0,0
5387,6,279.56,1,0,1,0,1,0,1,0,0
5389,5,81.37,1,0,0,1,1,0,1,0,0
5391,9,138.28,1,0,0,1,1,1,0,1,0
5394,1,305.93,1,0,1,0,0,0,0,0,0
5395,2,116.18,0,1,1,0,1,0,1,0,0
5397,1,174.48,0,1,0,1,1,0,1,1,0
5399,9,52.38,0,1,0,0,1,1,0,1,0
5400,11,29.99,1,0,1,0,0,0,1,0,1
5401,2,64.14,0,1,1,0,1,1,0,1,0
5405,8,62.78,1,0,0,0,0,0,1,0,0
5407,9,520.75,1,0,1,0,1,0,0,0,0
5409,1,98.24,0,1,1,0,0,0,1,0,0
5410,3,291.81,1,1,1,0,1,1,0,1,0
5411,1,176.09,0,1,1,0,0,0,1,0,0
5413,7,57.05,1,0,0,1,0,0,1,0,0
5414,1,158.89,1,0,1,0,0,0,1,0,0
5415,12,254.64,0,1,1,0,1,1,0,0,0
5416,1,446.0,1,0,0,1,1,1,0,0,0
5418,9,243.92,1,1,1,0,0,0,1,1,0
5421,9,176.0,1,0,0,1,0,0,1,0,0
5424,3,166.6,0,1,1,0,1,0,1,1,0
5426,3,29.99,1,0,1,0,0,0,1,1,0
5429,1,504.17,1,0,1,0,1,0,0,0,0
5430,8,86.46,0,1,1,0,0,1,0,1,0
5432,5,821.6,0,1,1,0,1,0,0,0,0
5435,4,463.87,0,1,0,0,0,1,0,1,0
5437,1,169.3,0,1,0,1,0,1,0,1,1
5438,7,454.87,0,1,0,0,0,0,1,1,0
5440,2,122.01,0,1,0,0,0,0,1,0,0
5441,9,428.74,0,1,0,1,0,0,1,1,0
5443,3,98.88,0,1,0,0,1,1,0,1,0
5444,5,29.99,1,0,0,0,1,1,0,1,0
5445,5,29.99,1,0,1,0,0,1,0,0,0
5447,8,952.01,0,1,1,0,1,1,0,1,0
5448,3,119.49,0,1,0,0,0,1,0,1,1
5449,10,48.99,1,0,0,1,1,1,0,0,0
5450,1,71.12,0,1,1,0,0,0,1,0,0
5453,8,45.45,1,0,1,0,0,1,0,0,0
5454,12,29.99,0,1,1,0,0,1,0,0,0
5455,10,29.99,0,1,1,0,1,0,1,1,0
5456,4,37.37,0,1,0,0,0,0,1,0,0
5458,1,496.89,0,1,0,1,1,0,1,1,0
5459,1,29.99,0,1,0,0,0,1,0,1,0
5460,3,329.29,1,0,1,0,0,1,0,0,0
5461,1,156.77,0,1,0,0,0,1,0,0,1
5462,9,29.99,1,0,1,0,1,0,1,0,0
5463,3,292.74,0,1,0,1,1,1,0,1,0
5464,1,219.57,1,1,0,0,1,0,1,1,0
5465,5,110.73,1,0,0,1,0,1,0,1,0
5466,7,162.1,0,1,1,0,1,1,0,1,0
5467,4,77.66,1,0,1,0,0,0,1,0,0
5468,2,320.62,1,1,1,0,1,0,0,0,1
5469,6,88.34,0,1,0,1,0,1,0,0,1
5470,3,74.93,0,1,0,1,0,1,0,0,0
5471,4,131.87,0,1,1,0,0,1,0,0,0
5472,3,198.94,0,1,0,1,1,0,1,1,1
5473,2,134.95,1,0,0,1,0,1,0,1,1
5475,5,56.25,1,0,0,0,0,1,0,1,1
5476,6,668.45,0,1,1,0,1,0,0,0,0
5477,1,305.43,0,1,1,0,0,0,0,0,1
5478,2,29.99,0,1,1,0,0,0,1,0,1
5479,9,97.66,0,1,0,1,1,0,1,1,1
5480,12,36.81,0,1,1,0,1,1,0,1,0
5481,3,457.27,1,0,1,0,0,1,0,1,0
5482,4,234.33,0,1,0,1,0,1,0,0,0
5483,10,360.95,1,0,0,0,0,0,0,0,0
5484,3,29.99,0,1,0,1,0,1,0,1,0
5485,10,217.55,0,1,0,1,0,1,0,0,0
5488,8,294.61,0,1,0,1,1,0,1,0,0
5489,7,29.99,1,0,1,0,1,0,1,1,0
5490,8,68.04,0,1,1,0,0,0,1,1,0
5493,7,211.17,1,1,1,0,0,1,0,0,0
5494,8,33.41,0,1,1,0,0,0,1,1,0
5496,11,90.78,0,1,1,0,1,0,1,1,0
5497,1,525.38,0,1,1,0,1,0,1,0,0
5498,1,188.47,0,1,0,1,0,1,0,1,0
5499,1,408.7,0,1,1,0,0,0,1,0,0
5501,10,311.07,0,1,0,1,0,0,1,1,0
5502,8,107.2,1,0,0,1,0,0,1,0,1
5505,12,31.87,0,1,1,0,1,0,1,1,0
5507,1,99.44,1,0,1,0,0,1,0,1,0
5509,1,29.99,0,1,1,0,1,1,0,0,1
5510,10,31.04,0,1,0,1,1,1,0,0,0
5512,7,140.97,0,1,0,1,0,0,1,0,0
5513,10,56.48,0,1,1,0,1,1,0,1,0
5514,10,29.99,1,0,0,1,0,1,0,1,0
5515,3,29.99,1,0,0,1,1,0,1,0,0
5516,2,366.35,1,1,1,0,0,0,1,0,0
5517,10,29.99,0,1,0,1,0,0,1,0,0
5518,4,29.99,0,1,1,0,0,1,0,1,0
5519,3,162.24,1,0,1,0,0,1,0,0,1
5520,1,1065.11,1,1,0,1,1,0,1,0,0
5521,1,255.31,0,1,1,0,0,0,1,1,0
5522,5,523.99,1,0,1,0,1,1,0,0,0
5523,10,323.63,0,1,0,1,0,1,0,1,0
5526,2,35.58,1,0,0,1,0,1,0,0,1
5527,11,29.99,1,0,1,0,0,1,0,0,0
5529,1,247.19,1,0,0,1,1,1,0,0,0
5530,4,214.89,0,1,0,0,1,1,0,0,0
5531,8,150.42,0,1,0,1,1,0,1,0,0
5534,11,29.99,0,1,1,0,1,1,0,0,0
5535,1,366.18,0,1,1,0,1,1,0,1,0
5536,8,232.9,1,1,1,0,1,0,0,1,0
5537,10,286.52,0,1,1,0,1,1,0,0,0
5538,10,253.37,1,0,0,0,0,0,1,1,0
5539,2,137.99,1,0,1,0,0,1,0,0,0
5540,8,38.18,0,1,0,0,0,0,1,1,0
5541,1,670.84,1,0,0,1,1,0,1,0,0
5542,3,117.1,1,0,0,1,0,0,1,1,1
5543,1,67.07,0,1,0,1,1,1,0,1,1
5545,10,416.04,1,0,1,0,0,0,0,1,0
5547,2,60.38,0,1,1,0,0,1,0,1,0
5550,10,40.63,0,1,1,0,0,0,1,1,0
5552,1,242.43,0,1,1,0,1,1,0,0,0
5554,2,270.15,1,1,1,0,1,0,1,0,0
5556,5,452.39,0,1,0,1,0,1,0,0,0
5557,2,349.17,1,1,0,1,0,0,1,1,1
5558,4,78.22,1,0,0,1,1,0,1,1,0
5559,3,104.87,0,1,0,1,1,0,1,1,0
5560,11,128.77,1,0,0,1,0,1,0,1,0
5561,1,115.68,0,1,0,0,0,1,0,0,0
5562,3,39.93,1,0,0,1,0,1,0,1,0
5564,12,48.56,1,0,0,0,1,0,1,0,0
5566,3,176.92,0,1,1,0,1,1,0,1,0
5567,2,267.14,1,1,0,1,1,1,0,0,0
5568,5,546.98,1,0,0,0,1,0,0,1,0
5569,2,128.79,0,1,0,1,0,0,1,0,0
5570,3,1194.97,0,1,1,0,1,0,0,1,0
5571,10,130.26,1,0,1,0,0,0,1,0,0
5572,10,120.39,1,0,1,0,0,1,0,0,0
5573,3,189.48,1,0,0,1,0,0,1,1,0
5577,4,29.99,1,0,0,1,1,1,0,1,0
5578,1,2728.69,1,1,0,1,1,0,1,1,1
5579,6,68.03,0,1,0,1,1,0,1,0,0
5580,1,145.27,0,1,0,1,0,1,0,1,1
5581,10,72.16,0,1,1,0,1,0,1,1,0
5583,1,515.79,1,0,0,1,1,1,0,1,0
5584,10,268.84,0,1,1,0,1,1,0,1,0
5586,1,630.85,0,1,1,0,1,0,0,0,1
5587,1,630.19,1,1,1,0,1,0,1,0,1
5588,9,206.07,0,1,1,0,0,0,1,1,1
5589,6,87.08,0,1,0,1,0,0,1,1,0
5592,11,33.19,0,1,1,0,1,0,1,1,0
5593,1,44.3,1,0,0,1,1,0,1,1,0
5594,9,895.14,1,0,1,0,1,1,0,1,0
5596,7,56.78,1,0,0,0,1,0,1,0,0
5597,10,142.56,1,0,0,1,1,0,1,1,0
5599,3,458.21,1,1,0,1,0,0,0,1,1
5600,10,41.52,1,0,0,0,0,0,1,0,0
5603,10,32.2,1,0,0,1,0,1,0,1,0
5604,4,92.82,1,0,0,1,0,1,0,1,0
5605,6,363.26,0,1,0,0,0,0,0,1,0
5606,10,98.93,1,0,1,0,0,1,0,1,0
5607,3,205.34,1,1,1,0,1,0,1,0,1
5611,7,109.0,0,1,1,0,0,0,1,0,0
5612,4,258.31,1,1,0,1,0,0,1,1,1
5615,4,29.99,0,1,0,1,0,1,0,0,1
5616,2,156.13,0,1,0,1,0,1,0,0,1
5619,6,212.96,1,0,0,1,0,0,1,1,0
5620,2,349.82,1,0,0,0,1,0,1,0,0
5621,2,693.62,0,1,1,0,1,0,1,1,0
5623,11,139.03,0,1,1,0,1,0,1,0,0
5624,8,261.55,0,1,1,0,1,1,0,0,0
5625,5,115.09,1,0,0,1,0,0,1,1,1
5628,2,179.97,0,1,0,1,1,0,1,0,0
5630,4,408.29,1,0,0,1,0,1,0,1,0
5632,8,169.95,1,0,0,1,0,0,1,1,0
5634,2,130.02,0,1,0,1,1,0,1,0,0
5636,3,589.12,1,0,0,0,1,1,0,0,0
5637,9,95.36,1,0,0,0,1,0,1,0,0
5638,2,334.55,0,1,1,0,0,0,1,0,0
5639,7,229.49,0,1,0,1,0,0,1,1,0
5640,10,29.99,0,1,1,0,0,0,1,1,0
5641,7,241.41,1,0,0,0,1,0,1,0,0
5643,6,29.99,1,0,1,0,1,0,1,0,0
5644,9,30.57,0,1,1,0,0,1,0,0,0
5645,2,1486.19,1,0,0,1,1,1,0,1,0
5646,2,518.76,1,0,1,0,1,0,0,1,1
5647,6,44.93,1,0,0,1,1,0,1,1,0
5648,7,313.07,1,0,0,1,0,0,1,0,0
5649,1,320.14,1,0,1,0,0,1,0,1,0
5650,3,132.18,1,0,0,0,0,0,1,1,1
5655,1,540.61,1,0,1,0,1,1,0,1,0
5656,9,496.14,1,0,1,0,1,1,0,0,0
5658,1,1191.99,1,1,1,0,1,1,0,0,1
5660,3,331.22,1,0,1,0,0,0,0,0,0
5662,1,29.99,1,0,0,1,1,1,0,1,1
5663,9,67.61,1,0,1,0,1,1,0,1,0
5664,3,251.12,0,1,0,0,0,1,0,0,1
5666,6,29.99,0,1,0,1,0,1,0,0,0
5667,6,48.51,1,0,1,0,1,1,0,1,0
5669,8,156.14,1,0,1,0,1,1,0,1,0
5671,4,40.66,1,0,1,0,1,1,0,0,0
5674,2,438.9,1,0,0,1,0,0,0,1,0
5675,9,128.32,0,1,1,0,1,0,1,0,0
5676,2,178.53,1,0,1,0,0,1,0,1,0
5677,9,217.26,1,1,1,0,0,1,0,1,1
5679,6,132.6,1,0,0,0,1,1,0,0,0
5680,1,127.44,0,1,0,0,0,1,0,1,1
5681,1,183.35,0,1,1,0,0,1,0,0,0
5682,8,255.74,1,0,1,0,0,0,1,1,1
5683,5,222.06,0,1,0,1,0,1,0,0,0
5684,3,206.78,1,1,1,0,0,1,0,1,1
5685,12,191.01,1,0,0,1,0,1,0,0,0
5687,12,255.73,1,0,1,0,1,0,1,1,0
5688,9,37.44,1,0,0,1,0,1,0,1,1
5689,4,144.28,1,0,0,1,1,1,0,0,1
5690,11,162.32,0,1,0,0,0,1,0,1,0
5691,8,424.73,0,1,1,0,0,0,1,1,0
5692,2,86.99,1,0,1,0,0,1,0,0,0
5693,3,65.95,0,1,1,0,0,0,1,0,0
5694,5,100.42,1,0,0,1,1,1,0,0,0
5697,1,29.99,1,0,0,1,0,0,1,0,0
5698,9,29.99,0,1,0,1,1,0,1,1,0
5700,11,29.99,1,0,0,1,1,0,1,1,0
5701,10,532.43,1,0,0,0,1,0,1,1,0
5703,8,276.65,0,1,0,1,0,0,1,0,0
5704,7,191.86,0,1,0,1,0,0,1,1,0
5707,6,405.44,1,0,1,0,0,0,1,1,1
5708,2,45.45,0,1,1,0,1,1,0,0,0
5710,3,403.46,1,1,1,0,0,0,0,0,0
5713,2,1069.64,0,1,1,0,1,0,0,0,0
5715,6,337.96,0,1,1,0,0,0,1,0,0
5716,11,1108.21,0,1,0,1,1,1,0,0,0
5718,5,46.25,1,0,0,1,1,0,1,1,1
5719,7,309.36,0,1,0,0,0,1,0,1,0
5720,5,29.99,0,1,0,1,1,1,0,0,0
5723,1,79.62,0,1,0,1,1,1,0,0,0
5726,9,494.29,0,1,1,0,0,0,0,1,0
5727,9,260.37,1,0,0,0,1,1,0,0,0
5728,3,791.04,1,1,0,1,1,0,0,0,1
5731,3,559.93,1,1,0,1,1,1,0,0,0
5733,9,271.64,0,1,0,1,0,1,0,1,0
5736,1,157.66,0,1,1,0,1,1,0,1,0
5738,2,377.85,1,0,0,1,1,1,0,1,0
5739,7,41.36,0,1,1,0,0,0,1,0,0
5740,6,43.5,1,0,0,1,1,1,0,0,0
5743,6,57.19,0,1,0,1,1,1,0,0,0
5744,7,116.57,0,1,0,0,0,1,0,1,0
5745,10,259.72,0,1,1,0,1,0,1,0,0
5747,10,29.99,0,1,1,0,0,0,1,0,0
5748,10,90.61,1,0,1,0,0,1,0,1,1
5749,1,401.47,1,0,1,0,1,1,0,0,0
5750,11,81.2,1,0,0,1,0,1,0,0,0
5752,1,235.88,0,1,1,0,0,0,1,0,0
5753,10,168.9,1,0,0,0,0,1,0,1,0
5757,12,89.7,0,1,1,0,1,0,1,0,0
5758,2,125.07,1,0,0,1,1,1,0,0,0
5759,10,134.19,0,1,1,0,0,0,1,0,0
5761,9,29.99,1,0,0,1,1,0,1,1,0
5762,10,60.36,1,0,0,0,0,1,0,1,0
5763,5,154.18,1,0,1,0,1,0,1,1,0
5764,4,29.99,0,1,0,1,0,1,0,1,1
5765,12,284.48,1,0,1,0,0,0,1,1,1
5767,1,393.5,1,0,1,0,0,1,0,1,0
5770,1,135.77,0,1,0,1,0,1,0,1,0
5773,11,227.48,0,1,1,0,0,0,1,1,0
5776,6,39.62,1,0,1,0,1,0,1,0,0
5778,9,45.99,0,1,1,0,1,0,1,1,0
5779,10,447.75,0,1,1,0,0,0,1,0,0
5781,10,29.99,1,0,0,0,1,0,1,0,1
5783,8,29.99,0,1,1,0,0,1,0,1,0
5785,9,406.21,1,1,0,1,0,0,0,1,0
5786,4,562.95,0,1,0,1,1,0,1,1,0
5787,3,83.49,0,1,0,1,1,1,0,0,0
5788,10,332.09,1,0,0,1,0,0,1,1,0
5789,4,651.95,1,1,0,1,1,0,0,1,0
5790,2,776.5,0,1,0,0,1,1,0,0,0
5792,5,119.72,0,1,1,0,0,1,0,0,0
5793,11,163.91,0,1,0,1,0,0,1,0,0
5794,1,75.08,0,1,1,0,1,1,0,1,0
5797,10,325.05,0,1,1,0,1,1,0,1,0
5799,10,29.99,1,0,0,0,0,0,1,1,0
5800,10,223.15,1,1,0,1,0,0,1,0,0
5802,3,233.92,1,1,1,0,0,1,0,0,0
5805,3,209.18,1,1,1,0,0,0,1,0,0
5807,3,113.96,1,0,0,1,1,1,0,0,0
5808,1,323.76,1,0,1,0,0,1,0,1,1
5809,1,144.87,1,0,1,0,0,0,1,0,0
5810,9,114.03,0,1,0,0,1,1,0,0,0
5813,9,251.94,0,1,0,1,0,1,0,0,0
5814,3,432.96,1,0,1,0,1,1,0,1,0
5815,12,131.32,1,0,1,0,0,1,0,1,1
5816,7,40.24,0,1,1,0,0,1,0,0,0
5817,1,198.59,0,1,0,0,0,0,1,0,0
5819,9,183.38,0,1,1,0,0,1,0,0,0
5820,12,291.32,0,1,0,0,0,0,1,0,0
5821,10,663.43,0,1,0,1,1,0,0,0,1
5822,5,29.99,1,0,1,0,1,1,0,0,0
5823,3,693.18,1,0,0,1,1,1,0,0,1
5824,9,189.58,1,0,0,1,1,0,1,0,0
5825,3,569.87,0,1,1,0,1,0,1,1,0
5827,3,164.38,1,0,0,1,0,1,0,1,1
5828,3,56.3,1,0,1,0,1,0,1,0,0
5833,3,918.83,1,1,1,0,1,0,1,1,1
5834,12,260.26,0,1,1,0,0,0,0,0,0
5835,12,323.71,1,1,1,0,0,1,0,1,0
5837,1,506.86,1,0,1,0,1,0,1,0,0
5838,10,29.99,1,0,1,0,0,0,1,0,0
5840,8,157.8,1,0,1,0,1,1,0,0,0
5841,8,247.42,0,1,1,0,0,0,1,1,0
5842,2,108.51,1,0,1,0,1,0,1,0,0
5844,6,154.55,1,0,1,0,0,0,1,0,0
5846,6,127.78,0,1,1,0,0,0,1,0,0
5848,9,391.69,0,1,1,0,1,0,1,0,0
5850,6,170.16,0,1,0,1,0,0,1,1,0
5851,1,29.99,1,0,1,0,1,1,0,1,0
5853,2,267.66,1,1,1,0,1,1,0,1,1
5854,10,133.92,1,0,0,0,0,1,0,0,0
5855,10,147.29,0,1,0,1,0,1,0,0,1
5856,3,29.99,0,1,1,0,1,1,0,0,0
5857,5,120.94,1,0,0,0,1,0,1,0,0
5858,6,55.23,1,0,0,0,1,0,1,0,0
5860,6,144.06,0,1,0,1,1,1,0,1,0
5861,7,159.71,0,1,0,0,0,1,0,0,0
5862,7,796.35,0,1,0,0,1,0,1,1,1
5864,1,131.8,0,1,1,0,0,1,0,0,0
5865,3,163.78,0,1,0,1,0,1,0,1,0
5866,5,723.12,1,0,0,0,1,0,1,1,0
5867,12,32.29,1,0,0,0,1,1,0,0,0
5869,1,140.33,0,1,1,0,1,0,1,0,0
5870,4,146.33,0,1,1,0,0,0,1,0,0
5874,8,534.47,1,0,1,0,1,0,0,0,0
5878,2,303.24,1,0,1,0,0,0,0,0,1
5879,3,273.21,0,1,1,0,1,1,0,1,0
5884,3,321.33,0,1,0,1,0,0,1,1,0
5886,10,116.99,1,0,0,1,1,1,0,0,0
5887,5,269.51,0,1,1,0,1,0,1,0,0
5889,1,651.51,1,1,0,1,1,0,0,1,0
5891,5,332.58,1,0,0,0,0,1,0,0,0
5893,1,106.45,0,1,0,1,0,0,1,1,0
5894,1,508.74,1,0,0,1,1,0,0,0,0
5898,10,151.66,1,0,1,0,1,1,0,1,0
5902,11,64.81,1,0,1,0,1,1,0,1,0
5903,7,42.65,1,0,1,0,1,0,1,0,0
5904,10,692.41,1,1,1,0,1,1,0,1,1
5905,8,572.55,0,1,0,1,1,1,0,0,0
5908,11,29.99,1,0,1,0,0,0,1,0,0
5909,8,367.41,1,0,0,1,1,1,0,1,1
5910,8,203.13,1,0,1,0,0,1,0,1,0
5911,5,869.51,1,1,1,0,1,0,0,0,0
5912,10,511.7,1,0,0,0,1,0,1,1,0
5913,2,29.99,0,1,1,0,1,1,0,0,0
5915,2,822.76,1,1,0,1,1,0,0,1,1
5916,10,29.99,0,1,0,1,1,0,1,1,0
5917,11,423.31,1,0,1,0,1,1,0,1,1
5918,2,654.17,0,1,0,0,1,0,1,0,0
5919,1,667.46,1,1,0,0,1,0,1,0,0
5921,4,29.99,0,1,1,0,0,1,0,1,1
5922,5,79.99,0,1,1,0,1,0,1,1,0
5923,5,126.4,1,0,0,1,1,1,0,1,0
5924,4,299.31,0,1,1,0,0,0,0,0,0
5925,1,301.26,0,1,0,1,1,0,0,0,0
5929,2,67.51,0,1,1,0,1,0,1,0,0
5930,9,48.58,1,0,1,0,0,1,0,0,0
5931,4,227.78,1,1,0,0,1,0,1,0,0
5932,5,444.82,1,0,0,1,1,0,1,1,0
5933,10,57.05,0,1,1,0,1,0,1,0,0
5934,10,689.84,0,1,1,0,1,0,1,0,0
5935,2,471.64,0,1,1,0,1,0,0,0,0
5936,6,42.92,0,1,1,0,1,1,0,0,0
5937,3,47.08,0,1,1,0,1,1,0,0,0
5938,12,63.94,1,0,0,1,0,1,0,1,0
5941,3,29.99,1,0,0,1,1,0,1,0,0
5942,1,189.21,1,0,0,0,0,1,0,1,0
5943,6,126.46,0,1,1,0,1,1,0,1,0
5944,7,445.67,0,1,1,0,1,0,0,1,0
5946,3,114.09,1,0,0,1,1,1,0,1,0
5947,8,278.66,1,1,1,0,1,0,1,1,0
5948,9,330.83,0,1,1,0,0,0,1,0,0
5951,8,57.63,1,0,1,0,1,0,1,0,0
5952,10,29.99,1,0,0,1,0,0,1,1,1
5953,11,97.14,0,1,0,1,0,0,1,1,0
5954,1,50.25,0,1,1,0,0,0,1,1,0
5955,8,47.0,0,1,1,0,0,1,0,1,0
5956,9,29.99,1,0,0,1,1,1,0,0,0
5957,8,35.92,0,1,1,0,1,1,0,0,0
5959,1,29.99,0,1,0,1,0,1,0,1,0
5961,6,401.38,1,0,0,1,0,0,0,0,0
5965,6,121.29,1,0,1,0,1,0,1,1,0
5966,11,29.99,1,0,0,0,0,1,0,1,0
5969,8,29.99,0,1,0,0,1,0,1,1,0
5971,8,74.96,0,1,0,1,0,0,1,0,0
5972,7,404.25,1,1,0,1,0,0,0,0,0
5974,9,119.69,1,0,0,1,1,0,1,1,0
5975,11,95.5,0,1,0,0,0,1,0,0,0
5976,4,67.88,1,0,1,0,0,0,1,1,1
5977,2,1611.6,1,0,0,0,1,0,0,0,0
5978,9,29.99,0,1,1,0,1,1,0,1,0
5980,3,114.65,0,1,0,1,1,1,0,1,0
5984,8,211.82,0,1,1,0,1,1,0,0,0
5985,3,152.64,1,0,0,1,1,0,1,0,0
5986,11,56.24,1,0,0,1,1,1,0,1,0
5993,1,949.3,0,1,0,1,1,0,0,1,0
5994,6,393.51,1,1,1,0,0,1,0,1,1
5998,2,116.06,1,0,0,1,0,1,0,0,0
6001,1,29.99,1,0,0,0,1,1,0,0,1
6002,10,56.76,0,1,1,0,0,0,1,0,0
6005,10,53.04,0,1,0,1,0,0,1,0,0
6006,1,272.33,1,0,0,1,0,1,0,1,0
6008,11,147.87,0,1,0,0,0,0,1,0,0
6009,2,122.72,0,1,0,0,0,1,0,1,1
6010,2,183.62,0,1,1,0,0,0,1,1,0
6014,7,238.59,1,1,0,1,1,0,1,0,0
6016,10,43.67,1,0,1,0,1,0,1,1,0
6017,4,648.39,1,0,0,0,1,0,0,1,0
6020,5,221.75,0,1,0,1,1,1,0,1,0
6021,12,341.11,1,0,1,0,0,1,0,1,0
6022,10,56.73,0,1,1,0,0,0,1,0,0
6024,2,338.7,1,0,0,1,1,0,1,0,0
6033,8,219.63,1,0,1,0,0,1,0,1,0
6034,9,558.31,1,0,0,0,1,0,0,0,0
6035,9,165.82,0,1,1,0,0,0,1,1,1
6036,4,173.25,1,0,0,1,1,1,0,1,0
6038,3,247.45,1,1,1,0,0,0,1,0,0
6039,8,72.24,0,1,0,1,1,0,1,1,0
6040,5,29.99,1,0,0,0,1,1,0,0,0
6042,1,401.84,1,1,1,0,1,0,0,0,0
6043,4,130.04,0,1,0,0,1,0,1,0,0
6044,9,29.99,1,0,0,0,1,1,0,1,0
6045,5,102.79,0,1,0,1,0,1,0,0,0
6046,12,67.73,0,1,0,0,0,0,1,1,0
6049,4,187.48,0,1,0,1,0,0,1,1,0
6050,6,97.76,1,0,0,0,0,1,0,1,0
6051,3,130.36,0,1,0,1,0,1,0,1,0
6054,8,278.48,0,1,0,0,0,1,0,1,1
6056,4,478.85,0,1,1,0,1,1,0,1,0
6059,2,124.35,0,1,1,0,1,0,1,0,0
6062,9,108.34,0,1,0,1,0,1,0,1,1
6067,4,359.46,0,1,0,0,0,0,1,0,0
6069,7,336.24,1,1,1,0,1,1,0,1,0
6070,2,928.24,1,1,1,0,1,0,0,1,0
6071,10,49.93,0,1,1,0,0,0,1,1,0
6073,1,108.18,1,0,0,1,0,0,1,1,0
6074,6,428.89,1,0,1,0,0,1,0,1,1
6075,6,201.37,1,0,0,1,1,0,1,0,0
6077,4,109.48,0,1,1,0,1,0,1,0,0
6078,9,47.75,0,1,0,1,0,1,0,1,0
6079,5,34.32,0,1,1,0,0,0,1,0,0
6080,5,155.17,0,1,0,1,1,0,1,1,0
6081,5,33.74,1,0,1,0,1,0,1,1,0
6082,10,275.03,1,0,0,1,1,0,1,0,0
6084,12,42.14,1,0,0,1,1,0,1,0,0
6086,10,389.24,1,0,0,1,0,0,1,0,0
6088,1,251.31,0,1,0,1,0,1,0,0,0
6089,9,53.45,0,1,0,0,1,0,1,1,1
6090,9,96.98,0,1,0,1,1,0,1,0,0
6091,5,823.23,1,0,0,0,1,0,0,1,0
6092,2,653.85,1,0,0,1,1,0,1,1,0
6093,8,152.87,1,0,1,0,0,1,0,0,1
6094,1,1004.24,1,0,0,1,1,0,1,1,0
6096,7,195.96,1,0,0,0,0,1,0,0,0
6097,2,87.7,0,1,1,0,0,0,1,0,0
6098,6,413.39,0,1,1,0,0,1,0,1,0
6101,6,143.32,0,1,1,0,1,1,0,0,0
6103,9,400.92,1,1,0,1,0,0,1,0,0
6104,10,66.57,0,1,0,1,1,1,0,1,0
6105,10,29.99,1,0,1,0,1,1,0,0,0
6106,7,78.2,1,0,1,0,0,1,0,1,0
6107,12,78.52,1,0,1,0,0,0,1,0,0
6110,1,972.5,1,1,0,1,1,1,0,1,0
6111,10,32.28,1,0,0,1,0,0,1,0,0
6112,5,29.99,1,0,0,1,1,0,1,1,0
6113,6,198.35,0,1,1,0,1,1,0,1,0
6114,1,431.44,0,1,1,0,1,0,1,0,0
6116,1,568.86,0,1,1,0,1,0,0,1,0
6118,2,416.01,1,1,1,0,0,0,0,0,1
6119,5,30.71,1,0,1,0,0,0,1,1,0
6121,2,29.99,0,1,1,0,1,1,0,0,0
6122,2,410.28,1,0,0,0,0,0,1,1,0
6125,4,434.95,1,0,0,1,0,0,0,0,0
6126,10,29.99,0,1,1,0,0,1,0,0,0
6127,9,109.12,1,0,1,0,1,0,1,0,0
6128,4,139.97,0,1,0,1,1,0,1,1,0
6129,1,959.44,0,1,1,0,1,0,1,1,0
6130,9,100.22,0,1,1,0,0,1,0,1,0
6131,6,31.01,1,0,1,0,1,1,0,0,0
6132,2,426.31,0,1,0,1,0,0,0,1,0
6133,3,243.8,0,1,0,1,0,0,1,0,0
6134,8,160.97,0,1,0,1,0,1,0,0,0
6135,4,29.99,0,1,1,0,1,1,0,1,0
6136,2,100.19,0,1,0,1,0,1,0,1,0
6137,10,277.88,0,1,0,0,0,0,1,1,0
6138,9,199.69,1,0,0,1,1,0,1,0,0
6139,2,262.3,1,0,1,0,0,1,0,0,0
6140,1,29.99,0,1,0,1,0,1,0,1,0
6141,9,29.99,1,0,1,0,1,1,0,1,0
6144,12,68.68,0,1,1,0,1,0,1,0,0
6147,1,233.92,1,0,0,0,0,1,0,0,1
6148,7,29.99,0,1,0,1,0,1,0,0,0
6149,8,853.42,0,1,0,1,1,1,0,0,0
6150,1,582.5,1,1,0,0,1,0,0,1,1
6151,1,574.78,1,1,1,0,1,0,0,1,0
6152,4,309.68,0,1,0,1,0,1,0,1,0
6153,8,479.86,1,0,0,0,0,0,1,1,0
6154,9,261.28,1,0,1,0,0,0,1,1,0
6156,2,1160.08,1,0,1,0,1,0,0,0,0
6157,10,51.03,0,1,1,0,0,0,1,1,1
6158,3,201.34,0,1,0,1,0,1,0,1,0
6159,10,259.31,0,1,1,0,1,1,0,1,0
6161,6,270.47,1,1,0,0,1,0,0,0,0
6162,10,90.42,1,0,0,1,0,1,0,0,0
6163,4,56.88,0,1,1,0,1,0,1,1,1
6164,5,476.82,1,0,0,0,0,0,1,1,1
